NGCNGC/IC;MES-cat;RightAsc.(2000);0;Decl.(2000);0
NGC4054;0;12;3;57;53
NGC4054;0;12;3;57;53
NGC4055;0;12;4;20;13
NGC4056;0;12;3;20;18
NGC4057;0;12;4;20;14
NGC4058;0;12;3;3;32
NGC4059;0;12;4;20;24
NGC4060;0;12;4;20;20
NGC4061;0;12;4;20;13
NGC4062;0;12;4;31;53
NGC4063;0;12;4;1;50
NGC4064;0;12;4;18;26
NGC4065;0;12;4;20;14
NGC4066;0;12;4;20;20
NGC4067;0;12;4;10;51
NGC4068;0;12;4;52;35
NGC4069;0;12;4;20;19
NGC4070;0;12;4;20;24
NGC4071;0;12;4;-67;18
NGC4072;0;12;4;20;12
NGC4073;0;12;4;1;53
NGC4074;0;12;4;20;18
NGC4075;0;12;4;2;4
NGC4076;0;12;4;20;12
NGC4077;0;12;4;1;47
NGC4078;0;12;4;10;35
NGC4079;0;12;4;-2;23
NGC4080;0;12;4;26;59
NGC4081;0;12;4;64;26
NGC4082;0;12;5;10;40
NGC4083;0;12;5;10;36
NGC4084;0;12;5;21;12
NGC4085;0;12;5;50;21
NGC4086;0;12;5;20;14
NGC4087;0;12;5;-26;31
NGC4088;0;12;5;50;32
NGC4089;0;12;5;20;33
NGC4090;0;12;5;20;18
NGC4091;0;12;5;20;33
NGC4092;0;12;5;20;28
NGC4093;0;12;5;20;31
NGC4094;0;12;5;-14;31
NGC4095;0;12;5;20;34
NGC4096;0;12;6;47;28
NGC4097;0;12;6;36;51
NGC4098;0;12;6;20;36
NGC4098;0;12;6;20;36
NGC4099;0;12;6;20;36
NGC4099;0;12;6;20;36
NGC4100;0;12;6;49;34
NGC4101;0;12;6;25;33
NGC4102;0;12;6;52;42
NGC4103;0;12;6;-61;15
NGC4104;0;12;6;28;10
NGC4105;0;12;6;-29;45
NGC4106;0;12;6;-29;46
NGC4107;0;12;4;10;35
NGC4108;0;12;5;67;15
NGC4108;0;12;6;67;9
NGC4108;0;12;7;67;14
NGC4109;0;12;6;42;59
NGC4110;0;12;7;18;31
NGC4111;0;12;7;43;3
NGC4112;0;12;7;-40;12
NGC4113;0;12;7;32;59
NGC4114;0;12;7;-14;11
NGC4115;0;12;7;14;24
NGC4116;0;12;7;2;41
NGC4117;0;12;7;43;7
NGC4118;0;12;7;43;6
NGC4119;0;12;8;10;22
NGC4120;0;12;8;69;32
NGC4121;0;12;7;65;6
NGC4122;0;12;7;32;59
NGC4123;0;12;8;2;52
NGC4124;0;12;8;10;22
NGC4125;0;12;8;65;10
NGC4126;0;12;8;16;8
NGC4127;0;12;8;76;48
NGC4128;0;12;8;68;47
NGC4128;0;12;8;68;46
NGC4129;0;12;8;-9;2
NGC4130;0;12;8;-9;2
NGC4131;0;12;8;29;18
NGC4132;0;12;9;29;14
NGC4133;0;12;8;74;54
NGC4134;0;12;9;29;10
NGC4135;0;12;9;44;0
NGC4136;0;12;9;29;55
NGC4137;0;12;9;44;5
NGC4138;0;12;9;43;41
NGC4139;0;12;4;1;48
NGC4140;0;12;4;1;47
NGC4141;0;12;9;58;50
NGC4142;0;12;9;53;6
NGC4143;0;12;9;42;32
NGC4144;0;12;9;46;27
NGC4145;0;12;10;39;44
NGC4145;0;12;10;39;45
NGC4145;0;12;10;39;52
NGC4146;0;12;10;26;25
NGC4147;0;12;10;18;32
NGC4148;0;12;10;35;52
NGC4149;0;12;10;58;18
NGC4150;0;12;10;30;24
NGC4151;0;12;10;39;24
NGC4152;0;12;10;16;1
NGC4153;0;12;10;18;32
NGC4154;0;12;10;58;18
NGC4155;0;12;10;19;2
NGC4156;0;12;10;39;28
NGC4157;0;12;11;50;29
NGC4158;0;12;11;20;10
NGC4159;0;12;10;76;7
NGC4160;0;12;12;43;44
NGC4161;0;12;11;57;44
NGC4162;0;12;11;24;7
NGC4163;0;12;12;36;10
NGC4164;0;12;12;13;12
NGC4165;0;12;12;13;14
NGC4166;0;12;12;17;45
NGC4167;0;12;12;36;10
NGC4168;0;12;12;13;12
NGC4169;0;12;12;29;10
NGC4170;0;12;12;29;10
NGC4171;0;12;12;29;13
NGC4172;0;12;12;56;10
NGC4173;0;12;12;29;12
NGC4174;0;12;12;29;8
NGC4175;0;12;12;29;10
NGC4176;0;12;12;-9;9
NGC4177;0;12;12;-14;0
NGC4178;0;12;12;10;51
NGC4179;0;12;12;1;17
NGC4180;0;12;13;7;2
NGC4181;0;12;12;52;54
NGC4182;0;12;13;7;2
NGC4183;0;12;13;43;41
NGC4184;0;12;13;-62;43
NGC4185;0;12;13;28;30
NGC4186;0;12;14;14;43
NGC4187;0;12;13;50;45
NGC4187;0;12;13;50;42
NGC4187;0;12;13;50;44
NGC4187;0;12;13;50;44
NGC4188;0;12;14;-12;35
NGC4189;0;12;13;13;25
NGC4190;0;12;13;36;37
NGC4191;0;12;13;7;12
NGC4192;MES98;12;13;14;53
NGC4192;0;12;14;14;43
NGC4192;0;12;13;14;46
NGC4193;0;12;13;13;10
NGC4194;0;12;14;54;31
NGC4195;0;12;14;59;36
NGC4196;0;12;14;28;25
NGC4197;0;12;14;5;48
NGC4198;0;12;14;56;0
NGC4199;0;12;14;59;54
NGC4199;0;12;14;59;54
NGC4200;0;12;14;12;10
NGC4201;0;12;14;-11;35
NGC4202;0;12;18;-1;3
NGC4203;0;12;15;33;11
NGC4204;0;12;15;20;39
NGC4205;0;12;14;63;46
NGC4206;0;12;15;13;1
NGC4207;0;12;15;9;35
NGC4208;0;12;15;13;54
NGC4209;0;12;15;28;28
NGC4210;0;12;15;65;59
NGC4211;0;12;15;28;10
NGC4211;0;12;15;28;10
NGC4211;0;12;15;28;10
NGC4212;0;12;15;13;54
NGC4213;0;12;15;23;58
NGC4214;0;12;15;36;19
NGC4215;0;12;15;6;24
NGC4216;0;12;15;13;8
NGC4217;0;12;15;47;5
NGC4218;0;12;15;48;7
NGC4219;0;12;16;-43;19
NGC4219;0;12;17;-43;32
NGC4220;0;12;16;47;52
NGC4221;0;12;16;66;13
NGC4222;0;12;16;13;18
NGC4223;0;12;17;6;41
NGC4224;0;12;16;7;27
NGC4225;0;12;16;-12;19
NGC4226;0;12;16;47;1
NGC4227;0;12;16;33;31
NGC4228;0;12;15;36;19
NGC4229;0;12;16;33;33
NGC4230;0;12;17;-55;5
NGC4231;0;12;16;47;27
NGC4232;0;12;16;47;26
NGC4233;0;12;17;7;37
NGC4234;0;12;17;3;40
NGC4235;0;12;17;7;11
NGC4236;0;12;16;69;27
NGC4236;0;12;16;69;27
NGC4237;0;12;17;15;19
NGC4238;0;12;16;63;24
NGC4239;0;12;17;16;31
NGC4240;0;12;17;-9;57
NGC4241;0;12;17;6;39
NGC4242;0;12;17;45;37
NGC4243;0;12;17;-9;57
NGC4244;0;12;17;37;48
NGC4245;0;12;17;29;36
NGC4246;0;12;17;7;11
NGC4247;0;12;17;7;16
NGC4248;0;12;17;47;24
NGC4249;0;12;17;5;35
NGC4250;0;12;17;70;48
NGC4251;0;12;18;28;10
NGC4252;0;12;18;5;33
NGC4253;0;12;18;29;48
NGC4254;MES99;12;18;0;0
NGC4255;0;12;18;4;47
NGC4256;0;12;18;65;53
NGC4257;0;12;19;5;43
NGC4258;MES106;12;18;47;18
NGC4259;0;12;19;5;22
NGC4260;0;12;19;6;5
NGC4261;0;12;19;5;49
NGC4262;0;12;19;14;52
NGC4263;0;12;19;-12;13
NGC4264;0;12;19;5;50
NGC4265;0;12;19;-12;13
NGC4266;0;12;19;5;32
NGC4267;0;12;19;12;47
NGC4268;0;12;19;5;17
NGC4269;0;12;19;6;0
NGC4270;0;12;19;5;27
NGC4271;0;12;19;56;44
NGC4272;0;12;19;30;20
NGC4273;0;12;19;5;20
NGC4274;0;12;19;29;36
NGC4275;0;12;19;27;37
NGC4276;0;12;20;7;41
NGC4277;0;12;20;5;20
NGC4278;0;12;20;29;16
NGC4279;0;12;20;-11;40
NGC4280;0;12;20;-11;41
NGC4281;0;12;20;5;23
NGC4282;0;12;20;5;34
NGC4283;0;12;20;29;18
NGC4284;0;12;20;58;5
NGC4285;0;12;20;-11;38
NGC4286;0;12;20;29;20
NGC4287;0;12;20;5;38
NGC4288;0;12;20;46;15
NGC4288;0;12;20;46;17
NGC4289;0;12;21;3;43
NGC4290;0;12;20;58;5
NGC4291;0;12;20;75;22
NGC4292;0;12;21;4;37
NGC4292;0;12;21;4;35
NGC4293;0;12;21;18;22
NGC4294;0;12;21;11;30
NGC4295;0;12;21;28;9
NGC4296;0;12;21;6;39
NGC4297;0;12;21;6;40
NGC4298;0;12;21;14;36
NGC4299;0;12;21;11;30
NGC4300;0;12;21;5;23
NGC4301;0;12;22;4;33
NGC4302;0;12;21;14;35
NGC4303;MES61;12;21;4;28
NGC4303;0;12;22;4;33
NGC4304;0;12;22;-33;29
NGC4305;0;12;22;12;44
NGC4306;0;12;22;12;47
NGC4307;0;12;22;8;59
NGC4307;0;12;22;9;2
NGC4308;0;12;21;30;4
NGC4309;0;12;22;7;8
NGC4309;0;12;22;7;9
NGC4310;0;12;22;29;12
NGC4311;0;12;22;29;12
NGC4312;0;12;22;15;32
NGC4313;0;12;22;11;48
NGC4314;0;12;22;29;53
NGC4315;0;12;22;9;17
NGC4316;0;12;22;9;19
NGC4317;0;12;22;31;2
NGC4318;0;12;22;8;11
NGC4319;0;12;21;75;19
NGC4320;0;12;22;10;32
NGC4321;MES100;12;22;15;49
NGC4322;0;12;22;15;54
NGC4323;0;12;23;15;54
NGC4324;0;12;23;5;14
NGC4325;0;12;23;10;37
NGC4326;0;12;23;6;4
NGC4327;0;12;23;15;44
NGC4328;0;12;23;15;49
NGC4329;0;12;23;-12;33
NGC4330;0;12;23;11;22
NGC4331;0;12;22;76;10
NGC4332;0;12;22;65;50
NGC4333;0;12;23;6;2
NGC4334;0;12;23;7;28
NGC4335;0;12;23;58;26
NGC4336;0;12;23;19;25
NGC4337;0;12;24;-58;7
NGC4338;0;12;22;29;12
NGC4339;0;12;23;6;4
NGC4340;0;12;23;16;43
NGC4341;0;12;23;7;6
NGC4342;0;12;23;7;3
NGC4343;0;12;23;6;57
NGC4344;0;12;23;17;32
NGC4345;0;12;22;75;19
NGC4346;0;12;23;46;59
NGC4347;0;12;14;-3;14
NGC4348;0;12;23;-3;26
NGC4349;0;12;24;-61;52
NGC4350;0;12;23;16;41
NGC4351;0;12;24;12;12
NGC4352;0;12;24;11;13
NGC4353;0;12;24;7;47
NGC4354;0;12;24;12;12
NGC4355;0;12;26;0;52
NGC4356;0;12;24;0;0
NGC4357;0;12;23;48;46
NGC4358;0;12;24;58;23
NGC4359;0;12;24;31;31
NGC4360;0;12;24;9;16
NGC4360;0;12;24;9;17
NGC4360;0;12;24;9;17
NGC4361;0;12;24;-18;47
NGC4362;0;12;24;58;21
NGC4363;0;12;23;74;57
NGC4364;0;12;24;58;21
NGC4365;0;12;24;7;19
NGC4366;0;12;24;7;21
NGC4367;0;12;24;12;10
NGC4368;0;12;23;10;37
NGC4369;0;12;24;39;22
NGC4370;0;12;24;7;26
NGC4371;0;12;24;11;42
NGC4372;0;12;25;-72;39
NGC4373;0;12;26;-39;8
NGC4373;0;12;25;-39;45
NGC4373;0;12;25;-39;19
NGC4374;MES84;12;25;12;53
NGC4375;0;12;25;0;0
NGC4376;0;12;25;5;44
NGC4377;0;12;25;14;45
NGC4377;0;12;25;14;45
NGC4377;0;12;25;14;45
NGC4378;0;12;25;4;55
NGC4379;0;12;25;15;36
NGC4380;0;12;25;10;0
NGC4381;0;12;23;48;46
NGC4382;MES85;12;25;18;11
NGC4383;0;12;25;16;28
NGC4384;0;12;25;54;30
NGC4385;0;12;25;0;34
NGC4386;0;12;24;75;31
NGC4387;0;12;25;12;48
NGC4388;0;12;25;12;39
NGC4389;0;12;25;45;41
NGC4390;0;12;25;10;27
NGC4391;0;12;25;64;55
NGC4392;0;12;25;45;50
NGC4393;0;12;25;27;33
NGC4394;0;12;25;18;12
NGC4395;0;12;25;33;32
NGC4396;0;12;25;15;40
NGC4397;0;12;25;18;18
NGC4398;0;12;26;10;41
NGC4399;0;12;25;33;30
NGC4400;0;12;25;33;30
NGC4401;0;12;25;33;31
NGC4402;0;12;26;13;6
NGC4403;0;12;26;-7;41
NGC4404;0;12;26;-7;40
NGC4405;0;12;26;16;10
NGC4406;MES86;12;26;12;56
NGC4407;0;12;26;12;36
NGC4408;0;12;26;27;52
NGC4409;0;12;26;2;29
NGC4410;0;12;26;9;1
NGC4410;0;12;26;9;1
NGC4410;0;12;26;9;1
NGC4410;0;12;26;9;1
NGC4411;0;12;26;8;52
NGC4411;0;12;26;8;53
NGC4411;0;12;26;8;52
NGC4411;0;12;26;8;53
NGC4412;0;12;26;3;57
NGC4413;0;12;26;12;36
NGC4414;0;12;26;31;13
NGC4415;0;12;26;8;26
NGC4416;0;12;26;7;55
NGC4417;0;12;26;9;35
NGC4418;0;12;26;0;52
NGC4419;0;12;26;15;2
NGC4420;0;12;26;2;29
NGC4421;0;12;27;15;27
NGC4422;0;12;27;-5;49
NGC4423;0;12;27;5;52
NGC4424;0;12;27;9;25
NGC4425;0;12;27;12;44
NGC4426;0;12;27;27;50
NGC4427;0;12;27;27;50
NGC4428;0;12;27;-8;9
NGC4428;0;12;27;-8;10
NGC4429;0;12;27;11;6
NGC4430;0;12;27;6;15
NGC4431;0;12;27;12;17
NGC4432;0;12;27;6;13
NGC4433;0;12;27;-8;16
NGC4434;0;12;27;8;9
NGC4435;0;12;27;13;4
NGC4436;0;12;27;0;0
NGC4437;0;12;32;0;6
NGC4438;0;12;27;13;0
NGC4439;0;12;28;-60;6
NGC4440;0;12;27;12;17
NGC4441;0;12;27;64;48
NGC4442;0;12;28;9;48
NGC4443;0;12;28;13;7
NGC4444;0;12;28;-43;15
NGC4445;0;12;28;9;26
NGC4446;0;12;28;13;54
NGC4447;0;12;28;13;53
NGC4448;0;12;28;28;37
NGC4449;0;12;28;44;5
NGC4450;0;12;28;17;5
NGC4451;0;12;28;9;15
NGC4452;0;12;28;11;45
NGC4453;0;12;28;6;30
NGC4454;0;12;28;-1;56
NGC4455;0;12;28;22;49
NGC4456;0;12;27;-30;5
NGC4457;0;12;28;3;34
NGC4458;0;12;28;13;14
NGC4459;0;12;29;13;58
NGC4460;0;12;28;44;51
NGC4461;0;12;29;13;11
NGC4462;0;12;29;-23;10
NGC4463;0;12;29;-64;47
NGC4464;0;12;29;8;9
NGC4465;0;12;29;8;1
NGC4466;0;12;29;7;41
NGC4467;0;12;29;7;59
NGC4468;0;12;29;14;2
NGC4469;0;12;29;8;44
NGC4470;0;12;29;7;49
NGC4471;0;12;29;7;54
NGC4472;MES49;12;29;7;59
NGC4473;0;12;29;13;25
NGC4474;0;12;29;14;4
NGC4475;0;12;29;27;14
NGC4476;0;12;29;12;20
NGC4477;0;12;30;13;38
NGC4478;0;12;30;12;19
NGC4479;0;12;30;13;34
NGC4480;0;12;30;4;14
NGC4481;0;12;29;64;1
NGC4482;0;12;30;10;46
NGC4483;0;12;30;9;0
NGC4484;0;12;28;-11;39
NGC4485;0;12;30;41;42
NGC4486;MES87;12;30;12;23
NGC4486;0;12;30;12;29
NGC4486;0;12;30;12;16
NGC4487;0;12;31;-8;3
NGC4488;0;12;30;8;21
NGC4489;0;12;30;16;45
NGC4490;0;12;30;41;38
NGC4491;0;12;30;11;28
NGC4492;0;12;30;8;4
NGC4493;0;12;31;0;36
NGC4493;0;12;31;0;36
NGC4494;0;12;31;25;46
NGC4495;0;12;31;29;8
NGC4496;0;12;31;3;56
NGC4496;0;12;31;3;56
NGC4496;0;12;31;3;55
NGC4497;0;12;31;11;37
NGC4498;0;12;31;16;51
NGC4499;0;12;32;-39;58
NGC4500;0;12;31;57;57
NGC4501;MES88;12;31;14;25
NGC4502;0;12;32;16;41
NGC4503;0;12;32;11;10
NGC4504;0;12;32;-7;33
NGC4505;0;12;31;3;56
NGC4506;0;12;32;0;0
NGC4507;0;12;35;-39;54
NGC4508;0;12;32;5;49
NGC4509;0;12;33;32;5
NGC4510;0;12;31;64;14
NGC4511;0;12;32;56;28
NGC4512;0;12;32;63;56
NGC4513;0;12;32;66;19
NGC4514;0;12;32;29;42
NGC4515;0;12;33;16;15
NGC4516;0;12;33;14;34
NGC4517;0;12;32;0;6
NGC4517;0;12;32;0;23
NGC4518;0;12;33;7;50
NGC4518;0;12;33;7;51
NGC4518;0;12;33;7;51
NGC4519;0;12;33;8;41
NGC4519;0;12;33;8;39
NGC4520;0;12;33;-7;22
NGC4521;0;12;32;63;56
NGC4522;0;12;33;9;10
NGC4523;0;12;33;15;10
NGC4524;0;12;33;0;0
NGC4525;0;12;33;30;16
NGC4526;0;12;34;7;41
NGC4527;0;12;34;0;0
NGC4528;0;12;34;11;19
NGC4529;0;12;32;20;10
NGC4530;0;12;33;41;21
NGC4531;0;12;34;13;4
NGC4532;0;12;34;6;28
NGC4533;0;12;34;2;19
NGC4534;0;12;34;35;31
NGC4535;0;12;34;8;16
NGC4535;0;12;34;8;11
NGC4536;0;12;34;2;11
NGC4537;0;12;34;50;48
NGC4538;0;12;34;3;19
NGC4539;0;12;34;18;12
NGC4540;0;12;34;15;33
NGC4541;0;12;35;0;13
NGC4542;0;12;34;50;48
NGC4543;0;12;35;6;6
NGC4544;0;12;35;3;2
NGC4545;0;12;34;63;31
NGC4546;0;12;35;-3;47
NGC4547;0;12;34;58;55
NGC4548;MES91;12;35;14;29
NGC4549;0;12;35;58;56
NGC4550;0;12;35;12;13
NGC4551;0;12;35;12;15
NGC4552;MES89;12;35;12;33
NGC4553;0;12;36;-39;26
NGC4554;0;12;35;11;11
NGC4555;0;12;35;26;31
NGC4556;0;12;35;26;54
NGC4557;0;12;35;27;3
NGC4558;0;12;35;26;59
NGC4559;0;12;35;27;55
NGC4559;0;12;36;27;51
NGC4559;0;12;36;27;44
NGC4559;0;12;35;27;57
NGC4560;0;12;34;7;41
NGC4561;0;12;36;19;19
NGC4562;0;12;35;25;50
NGC4563;0;12;36;26;56
NGC4564;0;12;36;11;26
NGC4565;0;12;35;26;17
NGC4565;0;12;35;26;13
NGC4565;0;12;35;25;50
NGC4565;0;12;36;25;59
NGC4566;0;12;36;54;13
NGC4567;0;12;36;11;15
NGC4568;0;12;36;11;14
NGC4569;MES90;12;36;13;9
NGC4570;0;12;36;7;14
NGC4571;0;12;36;14;13
NGC4572;0;12;35;74;14
NGC4573;0;12;37;-43;37
NGC4574;0;12;37;-35;31
NGC4575;0;12;37;-40;32
NGC4576;0;12;37;4;22
NGC4577;0;12;39;6;0
NGC4578;0;12;37;9;33
NGC4579;MES58;12;37;11;49
NGC4580;0;12;37;5;22
NGC4581;0;12;38;1;28
NGC4582;0;12;38;0;10
NGC4583;0;12;38;33;27
NGC4584;0;12;38;13;6
NGC4585;0;12;38;28;56
NGC4586;0;12;38;4;19
NGC4587;0;12;38;2;39
NGC4588;0;12;38;6;46
NGC4589;0;12;37;74;11
NGC4590;MES68;12;39;-26;44
NGC4591;0;12;39;6;0
NGC4592;0;12;39;0;31
NGC4593;0;12;39;-5;20
NGC4594;MES104;12;39;-11;37
NGC4595;0;12;39;15;17
NGC4596;0;12;39;10;10
NGC4597;0;12;40;-5;48
NGC4598;0;12;40;8;22
NGC4599;0;12;40;1;11
NGC4600;0;12;40;3;7
NGC4601;0;12;40;-40;53
NGC4602;0;12;40;-5;7
NGC4603;0;12;39;-40;44
NGC4603;0;12;40;-41;4
NGC4603;0;12;40;-40;45
NGC4603;0;12;40;-40;58
NGC4603;0;12;42;-40;49
NGC4604;0;12;40;-5;18
NGC4605;0;12;39;61;36
NGC4606;0;12;40;11;54
NGC4607;0;12;41;11;53
NGC4608;0;12;41;10;9
NGC4609;0;12;42;-62;59
NGC4610;0;12;29;7;49
NGC4611;0;12;41;13;43
NGC4612;0;12;41;7;18
NGC4613;0;12;41;26;5
NGC4614;0;12;41;26;2
NGC4615;0;12;41;26;4
NGC4616;0;12;42;-40;38
NGC4617;0;12;41;50;23
NGC4618;0;12;41;41;9
NGC4619;0;12;41;35;3
NGC4620;0;12;41;12;56
NGC4621;MES59;12;42;11;38
NGC4622;0;12;42;-40;44
NGC4622;0;12;43;-40;42
NGC4622;0;12;43;-40;43
NGC4623;0;12;42;7;40
NGC4624;0;12;45;3;3
NGC4625;0;12;41;41;16
NGC4626;0;12;42;-7;2
NGC4627;0;12;41;32;34
NGC4628;0;12;42;-6;58
NGC4629;0;12;42;-1;21
NGC4630;0;12;42;3;57
NGC4631;0;12;42;32;32
NGC4632;0;12;42;0;4
NGC4633;0;12;42;14;21
NGC4634;0;12;42;14;17
NGC4635;0;12;42;19;56
NGC4636;0;12;42;2;41
NGC4637;0;12;42;11;26
NGC4638;0;12;42;11;26
NGC4639;0;12;42;13;15
NGC4640;0;12;42;12;17
NGC4640;0;12;42;12;17
NGC4640;0;12;43;12;17
NGC4641;0;12;43;12;3
NGC4642;0;12;43;0;38
NGC4643;0;12;43;1;58
NGC4644;0;12;42;55;8
NGC4644;0;12;42;55;8
NGC4644;0;12;42;55;8
NGC4645;0;12;43;-41;21
NGC4645;0;12;43;-41;21
NGC4645;0;12;44;-41;45
NGC4646;0;12;42;54;51
NGC4647;0;12;43;11;34
NGC4648;0;12;41;74;25
NGC4649;MES60;12;43;11;33
NGC4650;0;12;44;-40;43
NGC4650;0;12;44;-40;42
NGC4650;0;12;45;-40;49
NGC4651;0;12;43;16;23
NGC4652;0;12;43;58;57
NGC4653;0;12;43;0;33
NGC4654;0;12;43;13;7
NGC4655;0;12;43;41;1
NGC4656;0;12;43;32;10
NGC4657;0;12;44;32;12
NGC4658;0;12;44;-10;5
NGC4659;0;12;44;13;29
NGC4660;0;12;44;11;11
NGC4661;0;12;45;-40;49
NGC4662;0;12;44;37;7
NGC4663;0;12;44;-10;11
NGC4664;0;12;45;3;3
NGC4665;0;12;45;3;3
NGC4666;0;12;45;0;27
NGC4667;0;12;42;11;26
NGC4668;0;12;45;0;32
NGC4669;0;12;44;54;52
NGC4670;0;12;45;27;7
NGC4671;0;12;45;-7;4
NGC4672;0;12;46;-41;42
NGC4673;0;12;45;27;3
NGC4674;0;12;46;-8;39
NGC4675;0;12;45;54;44
NGC4676;0;12;46;30;43
NGC4676;0;12;46;30;43
NGC4676;0;12;46;30;43
NGC4676;0;12;46;30;43
NGC4677;0;12;46;-41;34
NGC4678;0;12;49;-4;34
NGC4678;0;12;49;-4;34
NGC4679;0;12;47;-39;34
NGC4680;0;12;46;-11;38
NGC4681;0;12;47;-43;20
NGC4682;0;12;47;-10;3
NGC4683;0;12;47;-41;31
NGC4684;0;12;47;-2;43
NGC4685;0;12;47;19;27
NGC4686;0;12;46;54;32
NGC4687;0;12;47;35;21
NGC4688;0;12;47;4;20
NGC4689;0;12;47;13;45
NGC4690;0;12;47;-1;39
NGC4691;0;12;48;-3;19
NGC4692;0;12;47;27;13
NGC4693;0;12;47;71;10
NGC4694;0;12;48;10;59
NGC4695;0;12;47;54;22
NGC4696;0;12;46;-41;29
NGC4696;0;12;47;-41;14
NGC4696;0;12;48;-40;49
NGC4696;0;12;48;-41;42
NGC4696;0;12;48;-40;56
NGC4696;0;12;48;-41;18
NGC4697;0;12;48;-5;48
NGC4698;0;12;48;8;29
NGC4699;0;12;49;-8;39
NGC4700;0;12;49;-11;24
NGC4701;0;12;49;3;23
NGC4702;0;12;49;27;10
NGC4703;0;12;49;-9;6
NGC4704;0;12;48;41;55
NGC4705;0;12;49;-5;11
NGC4706;0;12;49;-41;16
NGC4707;0;12;48;51;9
NGC4708;0;12;49;-11;5
NGC4709;0;12;50;-41;22
NGC4710;0;12;49;15;9
NGC4711;0;12;48;35;19
NGC4712;0;12;49;25;28
NGC4713;0;12;49;5;18
NGC4714;0;12;50;-13;19
NGC4715;0;12;49;27;49
NGC4716;0;12;50;-9;27
NGC4717;0;12;50;-9;27
NGC4718;0;12;50;-5;16
NGC4719;0;12;50;33;9
NGC4720;0;12;50;-4;9
NGC4721;0;12;50;27;19
NGC4722;0;12;51;-13;19
NGC4723;0;12;51;-13;14
NGC4724;0;12;50;-14;19
NGC4725;0;12;50;25;29
NGC4726;0;12;50;-14;16
NGC4727;0;12;50;-14;20
NGC4728;0;12;50;27;28
NGC4728;0;12;50;27;26
NGC4728;0;12;50;27;26
NGC4728;0;12;50;27;25
NGC4729;0;12;51;-41;7
NGC4730;0;12;52;-41;8
NGC4731;0;12;51;-6;23
NGC4731;0;12;51;-6;33
NGC4732;0;12;50;52;50
NGC4733;0;12;51;10;54
NGC4734;0;12;51;4;51
NGC4735;0;12;51;28;55
NGC4736;MES94;12;50;41;7
NGC4737;0;12;50;34;9
NGC4738;0;12;51;28;47
NGC4739;0;12;51;-8;24
NGC4740;0;12;51;-14;13
NGC4741;0;12;50;47;40
NGC4742;0;12;51;-10;27
NGC4743;0;12;52;-41;23
NGC4744;0;12;52;-41;3
NGC4745;0;12;51;27;26
NGC4745;0;12;51;27;25
NGC4745;0;12;51;27;25
NGC4746;0;12;51;12;4
NGC4747;0;12;51;25;46
NGC4748;0;12;52;-13;24
NGC4749;0;12;51;71;38
NGC4750;0;12;50;72;52
NGC4751;0;12;52;-42;39
NGC4752;0;12;51;13;46
NGC4753;0;12;52;-1;12
NGC4754;0;12;52;11;18
NGC4755;0;12;53;-60;21
NGC4756;0;12;52;-15;24
NGC4757;0;12;52;-10;18
NGC4758;0;12;52;15;50
NGC4759;0;12;53;-9;12
NGC4759;0;12;53;-9;12
NGC4760;0;12;53;-10;29
NGC4761;0;12;53;-9;11
NGC4762;0;12;52;11;13
NGC4763;0;12;53;-17;0
NGC4764;0;12;53;-9;15
NGC4765;0;12;53;4;27
NGC4766;0;12;53;-10;22
NGC4767;0;12;53;-39;50
NGC4767;0;12;53;-39;42
NGC4767;0;12;54;-39;51
NGC4768;0;12;53;-9;31
NGC4769;0;12;53;-9;32
NGC4770;0;12;53;-9;32
NGC4771;0;12;53;1;16
NGC4772;0;12;53;2;10
NGC4773;0;12;53;-8;38
NGC4773;0;12;53;-8;38
NGC4774;0;12;53;36;49
NGC4775;0;12;53;-6;37
NGC4776;0;12;53;-9;12
NGC4777;0;12;53;-8;46
NGC4778;0;12;53;-9;12
NGC4779;0;12;53;9;42
NGC4780;0;12;54;-8;39
NGC4780;0;12;54;-8;37
NGC4781;0;12;54;-10;32
NGC4782;0;12;54;-12;34
NGC4783;0;12;54;-12;33
NGC4784;0;12;54;-10;36
NGC4785;0;12;53;-48;45
NGC4786;0;12;54;-6;51
NGC4787;0;12;54;27;4
NGC4788;0;12;54;27;18
NGC4789;0;12;54;27;8
NGC4789;0;12;54;27;4
NGC4790;0;12;54;-10;14
NGC4791;0;12;54;8;3
NGC4792;0;12;55;-12;29
NGC4793;0;12;54;28;56
NGC4794;0;12;55;-12;36
NGC4795;0;12;55;8;3
NGC4796;0;12;55;8;3
NGC4797;0;12;54;27;24
NGC4798;0;12;54;27;24
NGC4799;0;12;55;2;53
NGC4800;0;12;54;46;31
NGC4801;0;12;54;53;5
NGC4802;0;12;55;-12;3
NGC4803;0;12;55;8;14
NGC4804;0;12;55;-12;3
NGC4805;0;12;55;27;58
NGC4806;0;12;56;-29;30
NGC4807;0;12;55;27;32
NGC4807;0;12;55;27;31
NGC4808;0;12;55;4;18
NGC4809;0;12;54;2;39
NGC4810;0;12;54;2;38
NGC4811;0;12;56;-41;47
NGC4812;0;12;56;-41;48
NGC4813;0;12;56;-6;49
NGC4814;0;12;55;58;20
NGC4815;0;12;57;-64;57
NGC4816;0;12;56;27;44
NGC4817;0;12;56;27;56
NGC4818;0;12;56;-8;31
NGC4819;0;12;56;26;59
NGC4820;0;12;57;-13;43
NGC4821;0;12;56;26;57
NGC4822;0;12;57;-10;45
NGC4823;0;12;57;-13;41
