NGCNGC/IC;MES-cat;RightAsc.(2000);0;Decl.(2000);0
NGC848;0;2;10;-10;19
NGC849;0;2;10;-22;19
NGC850;0;2;11;-1;29
NGC851;0;2;11;3;46
NGC852;0;2;8;-56;44
NGC853;0;2;11;-9;18
NGC854;0;2;11;-35;50
NGC855;0;2;14;27;52
NGC856;0;2;13;0;43
NGC857;0;2;12;-31;56
NGC858;0;2;12;-22;28
NGC858;0;2;12;-22;28
NGC859;0;2;13;0;43
NGC860;0;2;15;30;46
NGC861;0;2;15;35;54
NGC862;0;2;13;-42;2
NGC863;0;2;14;0;46
NGC864;0;2;15;6;0
NGC865;0;2;16;28;36
NGC866;0;2;14;0;46
NGC867;0;2;17;1;14
NGC868;0;2;15;0;42
NGC869;0;2;19;57;8
NGC870;0;2;17;14;31
NGC871;0;2;17;14;32
NGC872;0;2;15;-17;46
NGC873;0;2;16;-11;20
NGC874;0;2;16;-23;18
NGC875;0;2;17;1;14
NGC876;0;2;17;14;31
NGC877;0;2;17;14;32
NGC878;0;2;17;-23;23
NGC879;0;2;16;-8;57
NGC880;0;2;18;-4;12
NGC881;0;2;18;-6;38
NGC882;0;2;19;15;48
NGC883;0;2;19;-6;47
NGC884;0;2;22;57;8
NGC885;0;2;14;0;46
NGC886;0;2;23;63;46
NGC887;0;2;19;-16;4
NGC888;0;2;17;-59;51
NGC889;0;2;19;-41;44
NGC890;0;2;22;33;15
NGC891;0;2;22;42;20
NGC892;0;2;20;-23;6
NGC893;0;2;19;-41;24
NGC894;0;2;21;-5;30
NGC895;0;2;21;-5;31
NGC896;0;2;25;62;1
NGC897;0;2;21;-33;43
NGC898;0;2;23;41;57
NGC899;0;2;21;-20;49
NGC900;0;2;23;26;30
NGC901;0;2;23;26;33
NGC902;0;2;22;-16;40
NGC903;0;2;24;27;21
NGC904;0;2;24;27;20
NGC905;0;2;22;-8;43
NGC906;0;2;25;42;5
NGC907;0;2;23;-20;42
NGC908;0;2;23;-21;14
NGC909;0;2;25;42;2
NGC910;0;2;25;41;49
NGC911;0;2;25;41;57
NGC912;0;2;25;41;46
NGC913;0;2;25;41;47
NGC914;0;2;26;42;8
NGC915;0;2;25;27;13
NGC916;0;2;25;27;14
NGC917;0;2;26;31;54
NGC918;0;2;25;18;29
NGC919;0;2;26;27;12
NGC920;0;2;27;45;56
NGC921;0;2;26;-15;50
NGC922;0;2;25;-24;47
NGC923;0;2;27;41;58
NGC924;0;2;26;20;29
NGC925;0;2;27;33;34
NGC926;0;2;26;0;19
NGC927;0;2;26;12;9
NGC928;0;2;27;27;13
NGC929;0;2;27;-12;5
NGC930;0;2;27;20;20
NGC931;0;2;28;31;18
NGC932;0;2;27;20;19
NGC933;0;2;29;45;54
NGC934;0;2;27;0;14
NGC935;0;2;28;19;35
NGC936;0;2;27;-1;9
NGC937;0;2;29;42;14
NGC938;0;2;28;20;17
NGC939;0;2;26;-44;26
NGC940;0;2;29;31;38
NGC941;0;2;28;-1;9
NGC942;0;2;29;-10;50
NGC943;0;2;29;-10;49
NGC944;0;2;26;-14;30
NGC945;0;2;28;-10;32
NGC946;0;2;30;42;13
NGC947;0;2;28;-19;2
NGC948;0;2;28;-10;30
NGC949;0;2;30;37;8
NGC950;0;2;29;-11;1
NGC951;0;2;28;-22;20
NGC952;0;2;31;34;44
NGC953;0;2;31;29;35
NGC954;0;2;28;-41;24
NGC955;0;2;30;-1;6
NGC956;0;2;32;44;35
NGC957;0;2;33;57;34
NGC958;0;2;30;-2;56
NGC959;0;2;32;35;29
NGC960;0;2;31;-9;18
NGC961;0;2;41;-6;56
NGC962;0;2;32;28;4
NGC963;0;2;30;-4;12
NGC964;0;2;31;-36;2
NGC965;0;2;32;-18;38
NGC966;0;2;31;-19;52
NGC967;0;2;32;-17;13
NGC968;0;2;34;34;28
NGC969;0;2;34;32;56
NGC970;0;2;34;32;58
NGC971;0;2;34;32;59
NGC972;0;2;34;29;18
NGC973;0;2;34;32;30
NGC974;0;2;34;32;57
NGC975;0;2;33;9;36
NGC976;0;2;33;20;58
NGC977;0;2;33;-10;45
NGC978;0;2;34;32;50
NGC978;0;2;34;32;50
NGC978;0;2;34;32;50
NGC979;0;2;31;-44;31
NGC980;0;2;35;40;55
NGC981;0;2;32;-10;58
NGC982;0;2;35;40;52
NGC983;0;2;38;34;37
NGC984;0;2;34;23;24
NGC985;0;2;34;-8;47
NGC986;0;2;33;-39;2
NGC986;0;2;32;-39;17
NGC987;0;2;36;33;19
NGC988;0;2;35;-9;21
NGC989;0;2;33;-16;30
NGC990;0;2;36;11;38
NGC991;0;2;35;-7;9
NGC992;0;2;37;21;5
NGC993;0;2;36;2;2
NGC994;0;2;36;2;2
NGC995;0;2;38;41;31
NGC996;0;2;38;41;38
NGC997;0;2;37;7;18
NGC998;0;2;37;7;20
NGC999;0;2;38;41;40
NGC1000;0;2;38;41;27
NGC1001;0;2;39;41;40
NGC1002;0;2;38;34;37
NGC1003;0;2;39;40;52
NGC1004;0;2;37;1;58
NGC1005;0;2;39;41;29
NGC1006;0;2;37;-11;1
NGC1007;0;2;37;2;9
NGC1008;0;2;37;2;4
NGC1009;0;2;38;2;18
NGC1010;0;2;37;-11;1
NGC1011;0;2;37;-11;0
NGC1012;0;2;39;30;9
NGC1013;0;2;37;-11;30
NGC1014;0;2;38;-9;34
NGC1015;0;2;38;-1;19
NGC1016;0;2;38;2;7
NGC1017;0;2;37;-11;0
NGC1018;0;2;38;-9;32
NGC1019;0;2;38;1;54
NGC1020;0;2;38;2;13
NGC1021;0;2;38;2;13
NGC1022;0;2;38;-6;40
NGC1023;0;2;40;39;3
NGC1023;0;2;40;39;3
NGC1024;0;2;39;10;50
NGC1025;0;2;36;-54;51
NGC1026;0;2;39;6;32
NGC1027;0;2;42;61;35
NGC1028;0;2;39;10;50
NGC1029;0;2;39;10;47
NGC1030;0;2;39;18;1
NGC1031;0;2;36;-54;51
NGC1032;0;2;39;1;5
NGC1033;0;2;40;-8;46
NGC1034;0;2;38;-15;48
NGC1035;0;2;39;-8;7
NGC1036;0;2;40;19;17
NGC1037;0;2;39;-1;44
NGC1038;0;2;40;1;30
NGC1039;MES34;2;42;42;45
NGC1040;0;2;43;41;29
NGC1041;0;2;40;-5;26
NGC1042;0;2;40;-8;26
NGC1043;0;2;40;1;20
NGC1044;0;2;41;8;44
NGC1045;0;2;40;-11;16
NGC1046;0;2;41;8;43
NGC1047;0;2;40;-8;8
NGC1048;0;2;40;-8;32
NGC1048;0;2;40;-8;32
NGC1048;0;2;40;-8;32
NGC1049;0;2;39;-34;15
NGC1050;0;2;42;34;45
NGC1051;0;2;41;-6;56
NGC1052;0;2;41;-8;15
NGC1053;0;2;43;41;29
NGC1053;0;2;43;41;30
NGC1054;0;2;42;18;13
NGC1055;0;2;41;0;26
NGC1056;0;2;42;28;34
NGC1057;0;2;43;32;29
NGC1058;0;2;43;37;20
NGC1059;0;2;42;17;59
NGC1060;0;2;43;32;25
NGC1061;0;2;43;32;28
NGC1062;0;2;43;32;27
NGC1063;0;2;42;-5;34
NGC1064;0;2;42;-9;21
NGC1065;0;2;42;-15;5
NGC1066;0;2;43;32;28
NGC1067;0;2;43;32;30
NGC1068;MES77;2;42;0;0
NGC1069;0;2;42;-8;17
NGC1070;0;2;43;4;58
NGC1071;0;2;43;-8;46
NGC1072;0;2;43;0;18
NGC1073;0;2;43;1;22
NGC1074;0;2;43;-16;17
NGC1075;0;2;43;-16;12
NGC1076;0;2;43;-14;45
NGC1077;0;2;46;40;5
NGC1077;0;2;46;40;5
NGC1077;0;2;46;40;5
NGC1077;0;2;46;40;5
NGC1078;0;2;44;-9;27
NGC1079;0;2;43;-29;0
NGC1080;0;2;45;-4;42
NGC1081;0;2;45;-15;35
NGC1082;0;2;45;-8;11
NGC1082;0;2;45;-8;10
NGC1083;0;2;45;-15;21
NGC1084;0;2;45;-7;34
NGC1085;0;2;46;3;36
NGC1086;0;2;47;41;14
NGC1087;0;2;46;0;29
NGC1088;0;2;47;16;11
NGC1089;0;2;46;-15;4
NGC1090;0;2;46;0;14
NGC1091;0;2;45;-17;32
NGC1092;0;2;45;-17;32
NGC1093;0;2;48;34;25
NGC1094;0;2;47;0;17
NGC1095;0;2;47;4;38
NGC1096;0;2;43;-59;54
NGC1097;0;2;46;-30;13
NGC1097;0;2;46;-30;16
NGC1098;0;2;44;-17;39
NGC1099;0;2;45;-17;42
NGC1100;0;2;45;-17;41
NGC1101;0;2;48;4;34
NGC1102;0;2;47;-22;12
NGC1103;0;2;48;-13;57
NGC1104;0;2;48;0;16
NGC1105;0;2;52;-15;42
NGC1106;0;2;50;41;40
NGC1107;0;2;49;8;5
NGC1108;0;2;48;-7;57
NGC1109;0;2;47;13;15
NGC1110;0;2;49;-7;50
NGC1111;0;2;48;13;15
NGC1112;0;2;49;13;13
NGC1113;0;2;50;13;19
NGC1114;0;2;49;-16;59
NGC1115;0;2;50;13;15
NGC1116;0;2;50;13;20
NGC1117;0;2;51;13;11
NGC1117;0;2;51;13;11
NGC1117;0;2;51;13;11
NGC1118;0;2;49;-12;9
NGC1119;0;2;48;-17;59
NGC1120;0;2;49;-14;28
NGC1121;0;2;50;-1;44
NGC1122;0;2;52;42;12
NGC1123;0;2;52;42;12
NGC1124;0;2;51;-25;42
NGC1125;0;2;51;-16;39
NGC1126;0;2;52;-1;17
NGC1127;0;2;52;13;15
NGC1128;0;2;57;6;1
NGC1128;0;2;57;6;1
NGC1129;0;2;54;41;34
NGC1130;0;2;54;41;36
NGC1131;0;2;54;41;33
NGC1132;0;2;52;-1;16
NGC1133;0;2;52;-8;48
NGC1134;0;2;53;13;0
NGC1135;0;2;50;-54;55
NGC1136;0;2;50;-54;58
NGC1137;0;2;54;2;57
NGC1138;0;2;56;43;2
NGC1139;0;2;52;-14;31
NGC1140;0;2;54;-10;1
NGC1141;0;2;55;0;10
NGC1142;0;2;55;0;11
NGC1143;0;2;55;0;10
NGC1144;0;2;55;0;11
NGC1145;0;2;54;-18;38
NGC1146;0;2;57;46;25
NGC1147;0;2;55;-9;7
NGC1148;0;2;57;-7;41
NGC1149;0;2;57;0;18
NGC1150;0;2;57;-15;2
NGC1151;0;2;57;-15;0
NGC1152;0;2;57;-7;45
NGC1153;0;2;58;3;21
NGC1154;0;2;58;-10;21
NGC1155;0;2;58;-10;21
NGC1156;0;2;59;25;14
NGC1157;0;2;58;-15;7
NGC1158;0;2;57;-14;23
NGC1159;0;3;0;43;9
NGC1160;0;3;1;44;57
NGC1161;0;3;1;44;53
NGC1162;0;2;58;-12;23
NGC1163;0;3;0;-17;9
NGC1164;0;3;1;42;35
NGC1165;0;2;58;-32;6
NGC1166;0;3;0;11;50
NGC1167;0;3;1;35;12
NGC1168;0;3;0;11;46
NGC1169;0;3;3;46;23
NGC1170;0;3;2;27;4
NGC1171;0;3;3;43;23
NGC1172;0;3;1;-14;50
NGC1173;0;3;3;42;23
NGC1174;0;3;5;42;50
NGC1175;0;3;4;42;20
NGC1176;0;3;4;42;23
NGC1177;0;3;4;42;21
NGC1178;0;3;4;42;18
NGC1179;0;3;2;-18;53
NGC1180;0;3;1;-15;1
NGC1181;0;3;1;-15;3
NGC1182;0;3;3;-9;40
NGC1183;0;3;4;42;22
NGC1184;0;3;16;80;47
NGC1185;0;3;2;-9;8
NGC1186;0;3;5;42;50
NGC1187;0;3;2;-22;52
NGC1188;0;3;3;-15;29
NGC1189;0;3;3;-15;37
NGC1190;0;3;3;-15;39
NGC1191;0;3;3;-15;41
NGC1192;0;3;3;-15;40
NGC1193;0;3;5;44;23
NGC1194;0;3;3;-1;6
NGC1195;0;3;3;-12;2
NGC1196;0;3;3;-12;4
NGC1197;0;3;6;44;3
NGC1198;0;3;6;41;50
NGC1199;0;3;3;-15;36
NGC1200;0;3;3;-11;59
NGC1201;0;3;4;-26;4
NGC1202;0;3;5;-6;29
NGC1203;0;3;5;-14;22
NGC1203;0;3;5;-14;22
NGC1204;0;3;4;-12;20
NGC1205;0;3;3;-9;40
NGC1206;0;3;6;-8;50
NGC1207;0;3;8;38;22
NGC1208;0;3;6;-9;32
NGC1209;0;3;6;-15;36
NGC1210;0;3;6;-25;43
NGC1211;0;3;6;0;47
NGC1212;0;3;9;40;53
NGC1213;0;3;9;38;38
NGC1214;0;3;6;-9;32
NGC1215;0;3;7;-9;35
NGC1216;0;3;7;-9;36
NGC1217;0;3;6;-39;1
NGC1217;0;3;6;-39;2
NGC1218;0;3;8;4;6
NGC1219;0;3;8;2;6
NGC1220;0;3;11;53;20
NGC1221;0;3;8;-4;15
NGC1222;0;3;8;-2;57
NGC1223;0;3;8;-4;8
NGC1224;0;3;11;41;21
NGC1225;0;3;8;-4;6
NGC1226;0;3;11;35;23
NGC1227;0;3;11;35;19
NGC1228;0;3;8;-22;55
NGC1229;0;3;8;-22;57
NGC1230;0;3;8;-22;59
NGC1231;0;3;6;-15;34
NGC1232;0;3;9;-20;34
NGC1232;0;3;10;-20;36
NGC1233;0;3;12;39;19
NGC1234;0;3;9;-7;50
NGC1235;0;3;12;39;19
NGC1236;0;3;11;10;48
NGC1237;0;3;10;-8;41
NGC1238;0;3;10;-10;44
NGC1239;0;3;10;-2;33
NGC1240;0;3;13;30;30
NGC1241;0;3;11;-8;55
NGC1242;0;3;11;-8;54
NGC1243;0;3;11;-8;56
NGC1244;0;3;6;-66;46
NGC1245;0;3;14;47;14
NGC1246;0;3;7;-66;56
NGC1247;0;3;12;-10;28
NGC1248;0;3;12;-5;13
NGC1249;0;3;10;-53;20
NGC1250;0;3;15;41;21
NGC1251;0;3;14;1;27
NGC1252;0;3;10;-58;8
NGC1253;0;3;14;-2;49
NGC1253;0;3;14;-2;48
NGC1254;0;3;14;2;40
NGC1255;0;3;13;-25;43
NGC1256;0;3;13;-21;59
NGC1257;0;3;16;41;31
NGC1258;0;3;14;-21;46
NGC1259;0;3;17;41;23
NGC1260;0;3;17;41;24
NGC1261;0;3;12;-55;13
NGC1262;0;3;15;-15;52
NGC1263;0;3;15;-15;5
NGC1264;0;3;17;41;31
NGC1265;0;3;18;41;51
NGC1266;0;3;16;-2;25
NGC1267;0;3;18;41;28
NGC1268;0;3;18;41;29
NGC1269;0;3;17;-41;6
NGC1270;0;3;18;41;28
NGC1271;0;3;19;41;21
NGC1272;0;3;19;41;29
NGC1273;0;3;19;41;32
NGC1274;0;3;19;41;32
NGC1275;0;3;19;41;30
NGC1276;0;3;19;41;38
NGC1277;0;3;19;41;34
NGC1278;0;3;19;41;33
NGC1279;0;3;19;41;28
NGC1280;0;3;17;0;10
NGC1281;0;3;20;41;37
NGC1282;0;3;20;41;21
NGC1283;0;3;20;41;23
NGC1284;0;3;17;-10;17
NGC1285;0;3;17;-7;17
NGC1286;0;3;17;-7;37
NGC1287;0;3;18;-2;43
NGC1288;0;3;17;-32;34
NGC1289;0;3;18;-1;58
NGC1290;0;3;19;-13;59
NGC1291;0;3;17;-41;6
NGC1292;0;3;18;-27;36
NGC1293;0;3;21;41;23
NGC1294;0;3;21;41;21
NGC1295;0;3;20;-13;59
NGC1296;0;3;18;-13;3
NGC1297;0;3;19;-19;6
NGC1298;0;3;20;-2;6
NGC1299;0;3;20;-6;15
NGC1300;0;3;19;-19;24
NGC1301;0;3;20;-18;42
NGC1302;0;3;19;-26;3
NGC1303;0;3;20;-7;23
NGC1304;0;3;21;-4;35
NGC1305;0;3;21;-2;19
NGC1306;0;3;21;-25;30
NGC1307;0;3;21;-4;35
NGC1308;0;3;22;-2;45
NGC1309;0;3;22;-15;24
NGC1310;0;3;21;-37;6
NGC1311;0;3;20;-52;11
NGC1312;0;3;23;1;11
NGC1313;0;3;18;-66;29
NGC1313;0;3;20;-66;42
NGC1314;0;3;22;-4;11
NGC1315;0;3;23;-21;22
NGC1316;0;3;22;-37;12
NGC1316;0;3;24;-37;0
NGC1316;0;3;23;-36;54
NGC1316;0;3;23;-36;54
NGC1317;0;3;22;-37;6
NGC1318;0;3;22;-37;6
NGC1319;0;3;23;-21;31
NGC1320;0;3;24;-3;2
NGC1321;0;3;24;-3;0
NGC1322;0;3;24;-2;55
NGC1323;0;3;24;-2;49
NGC1324;0;3;25;-5;44
NGC1325;0;3;24;-21;20
NGC1325;0;3;24;-21;32
NGC1326;0;3;23;-36;27
NGC1326;0;3;25;-36;21
NGC1326;0;3;25;-36;23
NGC1327;0;3;25;-25;40
NGC1328;0;3;25;-4;7
NGC1329;0;3;26;-17;35
NGC1330;0;3;29;41;40
NGC1331;0;3;26;-21;21
NGC1332;0;3;26;-21;20
NGC1333;0;3;29;31;22
NGC1334;0;3;30;41;49
NGC1335;0;3;30;41;34
NGC1336;0;3;26;-35;42
NGC1337;0;3;28;-8;23
NGC1338;0;3;28;-12;9
NGC1339;0;3;28;-32;17
NGC1340;0;3;28;-31;4
NGC1341;0;3;27;-37;9
NGC1342;0;3;31;37;22
NGC1343;0;3;37;72;34
NGC1344;0;3;28;-31;4
NGC1345;0;3;29;-17;46
NGC1346;0;3;30;-5;32
NGC1347;0;3;29;-22;17
NGC1347;0;3;29;-22;16
NGC1348;0;3;34;51;24
NGC1349;0;3;31;4;22
NGC1350;0;3;31;-33;37
NGC1351;0;3;30;-34;51
NGC1351;0;3;28;-35;10
NGC1352;0;3;31;-19;16
NGC1353;0;3;32;-20;49
NGC1354;0;3;32;-15;13
NGC1355;0;3;33;-4;59
NGC1356;0;3;30;-50;18
NGC1357;0;3;33;-13;39
NGC1358;0;3;33;-5;5
NGC1359;0;3;33;-19;29
NGC1360;0;3;33;-25;52
NGC1361;0;3;34;-6;15
NGC1362;0;3;33;-20;16
NGC1363;0;3;34;-9;50
NGC1364;0;3;34;-9;50
NGC1365;0;3;33;-36;8
NGC1366;0;3;33;-31;11
NGC1367;0;3;35;-24;56
NGC1368;0;3;34;-15;39
NGC1369;0;3;36;-36;15
NGC1370;0;3;35;-20;22
NGC1371;0;3;35;-24;56
NGC1372;0;3;36;-15;52
NGC1373;0;3;34;-35;10
NGC1374;0;3;35;-35;13
NGC1375;0;3;35;-35;15
NGC1376;0;3;37;-5;2
NGC1377;0;3;36;-20;54
NGC1378;0;3;35;-35;12
NGC1379;0;3;36;-35;26
NGC1380;0;3;36;-34;58
NGC1380;0;3;36;-34;44
NGC1380;0;3;37;-35;11
NGC1381;0;3;36;-35;17
NGC1382;0;3;37;-35;11
NGC1383;0;3;37;-18;20
NGC1384;0;3;39;15;49
NGC1385;0;3;37;-24;30
NGC1386;0;3;36;-35;59
NGC1387;0;3;36;-35;30
NGC1388;0;3;38;-15;54
NGC1389;0;3;37;-35;44
NGC1390;0;3;37;-19;0
NGC1391;0;3;38;-18;21
NGC1392;0;3;37;-37;7
NGC1393;0;3;38;-18;25
NGC1394;0;3;39;-18;17
NGC1395;0;3;38;-23;1
NGC1396;0;3;38;-35;26
NGC1397;0;3;39;-4;40
NGC1398;0;3;38;-26;20
NGC1399;0;3;38;-35;27
NGC1400;0;3;39;-18;41
NGC1401;0;3;39;-22;43
NGC1402;0;3;39;-18;31
NGC1403;0;3;39;-22;23
NGC1404;0;3;38;-35;35
NGC1405;0;3;40;-15;31
NGC1406;0;3;39;-31;19
NGC1407;0;3;40;-18;34
NGC1408;0;3;39;-35;31
NGC1409;0;3;41;-1;18
NGC1410;0;3;41;-1;17
NGC1411;0;3;38;-44;6
NGC1412;0;3;40;-26;51
NGC1413;0;3;40;-15;36
NGC1414;0;3;40;-21;42
NGC1415;0;3;40;-22;33
NGC1416;0;3;41;-22;43
NGC1417;0;3;41;-4;42
NGC1418;0;3;42;-4;43
NGC1419;0;3;40;-37;30
NGC1420;0;3;42;-5;51
NGC1421;0;3;42;-13;29
NGC1422;0;3;41;-21;40
NGC1423;0;3;42;-6;22
NGC1424;0;3;43;-4;43
NGC1425;0;3;42;-29;53
NGC1426;0;3;42;-22;6
NGC1427;0;3;40;-35;37
NGC1427;0;3;42;-35;23
NGC1428;0;3;42;-35;9
NGC1429;0;3;44;-4;43
NGC1430;0;3;43;-18;13
NGC1431;0;3;44;2;50
NGC1432;MES45;3;45;24;22
NGC1433;0;3;42;-47;13
NGC1434;0;3;46;-9;41
NGC1435;0;3;46;23;45
NGC1436;0;3;43;-35;51
NGC1437;0;3;43;-36;16
NGC1437;0;3;45;-36;21
NGC1437;0;3;43;-35;51
NGC1438;0;3;45;-23;0
NGC1439;0;3;44;-21;55
NGC1440;0;3;45;-18;16
NGC1441;0;3;45;-4;5
NGC1442;0;3;45;-18;16
NGC1443;0;3;45;-4;3
NGC1444;0;3;49;52;39
NGC1445;0;3;44;-9;51
NGC1446;0;3;45;-4;6
NGC1447;0;3;45;-9;1
NGC1448;0;3;44;-44;38
NGC1449;0;3;46;-4;8
NGC1450;0;3;45;-9;14
NGC1450;0;3;45;-9;14
NGC1451;0;3;46;-4;4
NGC1452;0;3;45;-18;38
NGC1453;0;3;46;-3;58
NGC1454;0;3;45;-20;39
NGC1455;0;3;45;-18;38
NGC1456;0;3;48;22;33
NGC1457;0;3;44;-44;38
NGC1458;0;3;46;-18;14
NGC1459;0;3;46;-25;31
NGC1460;0;3;46;-36;41
NGC1461;0;3;48;-16;23
NGC1462;0;3;50;6;58
NGC1463;0;3;46;-59;48
NGC1464;0;3;51;-15;24
NGC1465;0;3;53;32;29
NGC1466;0;3;44;-71;40
NGC1467;0;3;51;-8;50
NGC1468;0;3;52;-6;20
NGC1469;0;4;0;68;34
NGC1470;0;3;52;-9;0
NGC1471;0;3;51;-15;24
NGC1472;0;3;53;-8;34
NGC1473;0;3;47;-68;13
NGC1474;0;3;54;10;42
NGC1475;0;3;53;-8;8
NGC1476;0;3;52;-44;31
NGC1477;0;3;54;-8;34
NGC1478;0;3;54;-8;33
NGC1479;0;3;54;-10;12
NGC1480;0;3;54;-10;15
NGC1481;0;3;54;-20;25
NGC1482;0;3;54;-20;30
NGC1483;0;3;52;-47;28
NGC1484;0;3;54;-36;58
NGC1485;0;4;5;70;59
NGC1486;0;3;56;-21;49
NGC1487;0;3;55;-42;22
NGC1488;0;4;0;18;33
NGC1489;0;3;57;-19;13
NGC1490;0;3;53;-66;1
NGC1491;0;4;3;51;18
NGC1492;0;3;58;-35;26
NGC1493;0;3;57;-46;12
NGC1494;0;3;57;-48;54
NGC1495;0;3;58;-44;27
NGC1496;0;4;4;52;39
NGC1497;0;4;2;23;7
NGC1498;0;4;0;-12;1
NGC1499;0;4;3;36;22
NGC1500;0;3;58;-52;19
NGC1501;0;4;6;60;55
NGC1502;0;4;7;62;19
NGC1503;0;3;56;-66;2
NGC1504;0;4;2;-9;20
NGC1505;0;4;2;-9;19
NGC1506;0;4;0;-52;34
NGC1507;0;4;4;-2;11
NGC1508;0;4;5;25;24
NGC1509;0;4;3;-11;10
NGC1510;0;4;3;-43;24
NGC1511;0;3;59;-67;38
NGC1511;0;4;0;-67;48
NGC1511;0;4;0;-67;36
NGC1512;0;4;3;-43;20
NGC1513;0;4;9;49;31
NGC1514;0;4;9;30;46
NGC1515;0;4;3;-54;6
NGC1515;0;4;4;-54;6
NGC1516;0;4;8;-8;49
NGC1516;0;4;8;-8;50
NGC1516;0;4;8;-8;49
NGC1516;0;4;8;-8;50
NGC1517;0;4;9;8;38
NGC1518;0;4;6;-21;10
NGC1519;0;4;8;-17;11
NGC1520;0;3;57;-76;50
NGC1521;0;4;8;-21;3
NGC1522;0;4;6;-52;40
NGC1523;0;4;6;-54;5
NGC1524;0;4;8;-8;49
NGC1525;0;4;8;-8;50
NGC1526;0;4;5;-65;50
NGC1527;0;4;8;-47;53
NGC1528;0;4;15;51;12
NGC1529;0;4;7;-62;54
NGC1530;0;4;23;75;17
NGC1531;0;4;11;-32;51
NGC1532;0;4;12;-32;52
NGC1533;0;4;9;-56;7
NGC1534;0;4;8;-62;47
NGC1535;0;4;14;-12;44
NGC1536;0;4;11;-56;28
NGC1537;0;4;13;-31;38
NGC1538;0;4;14;-13;11
NGC1539;0;4;19;26;49
NGC1539;0;4;19;26;49
NGC1540;0;4;15;-28;29
NGC1540;0;4;15;-28;28
NGC1541;0;4;17;0;50
NGC1542;0;4;17;4;46
NGC1543;0;4;12;-57;44
NGC1544;0;5;2;86;13
NGC1545;0;4;20;50;15
NGC1546;0;4;14;-56;3
NGC1547;0;4;17;-17;51
NGC1548;0;4;21;36;55
NGC1549;0;4;15;-55;35
NGC1550;0;4;19;2;24
NGC1551;0;4;19;2;24
NGC1552;0;4;20;0;41
NGC1553;0;4;16;-55;46
NGC1554;0;4;21;19;31
NGC1555;0;4;21;19;32
NGC1556;0;4;17;-50;9
NGC1557;0;4;13;-70;26
NGC1558;0;4;20;-45;1
NGC1559;0;4;17;-62;47
NGC1560;0;4;32;71;52
NGC1561;0;4;23;-15;50
NGC1562;0;4;21;-15;45
NGC1563;0;4;22;-15;44
NGC1564;0;4;23;-15;44
NGC1565;0;4;23;-15;44
NGC1566;0;4;20;-54;56
NGC1567;0;4;21;-48;15
NGC1568;0;4;24;0;44
NGC1568;0;4;24;0;44
NGC1569;0;4;30;64;50
NGC1570;0;4;22;-43;37
NGC1571;0;4;22;-43;37
NGC1572;0;4;22;-40;36
NGC1573;0;4;35;73;15
NGC1573;0;4;48;73;28
NGC1574;0;4;21;-56;58
NGC1575;0;4;26;-10;5
NGC1576;0;4;26;-3;37
NGC1577;0;4;26;-10;5
NGC1578;0;4;23;-51;36
NGC1579;0;4;30;35;16
NGC1580;0;4;28;-5;10
NGC1581;0;4;24;-54;56
NGC1582;0;4;31;43;49
NGC1583;0;4;28;-17;35
NGC1584;0;4;28;-17;31
NGC1585;0;4;27;-42;9
NGC1586;0;4;30;0;18
NGC1587;0;4;30;0;39
NGC1588;0;4;30;0;39
NGC1589;0;4;30;0;51
NGC1590;0;4;31;7;37
NGC1591;0;4;29;-26;42
NGC1592;0;4;29;-27;24
NGC1593;0;4;32;0;34
NGC1594;0;4;30;-5;47
NGC1595;0;4;28;-47;48
NGC1596;0;4;27;-55;1
NGC1597;0;4;31;-11;17
NGC1598;0;4;28;-47;46
NGC1599;0;4;31;-4;35
NGC1600;0;4;31;-5;5
NGC1601;0;4;31;-5;3
NGC1602;0;4;27;-55;3
NGC1603;0;4;31;-5;5
NGC1604;0;4;31;-5;22
NGC1605;0;4;34;45;16
NGC1606;0;4;32;-5;1
NGC1607;0;4;32;-4;27
NGC1608;0;4;32;0;34
NGC1609;0;4;32;-4;22
NGC1610;0;4;32;-4;34
NGC1611;0;4;33;-4;17
NGC1612;0;4;33;-4;10
NGC1613;0;4;33;-4;15
NGC1614;0;4;33;-8;34
NGC1615;0;4;36;19;57
NGC1616;0;4;32;-43;42
NGC1617;0;4;31;-54;36
NGC1618;0;4;36;-3;8
NGC1619;0;4;36;-4;49
NGC1620;0;4;36;0;8
NGC1621;0;4;36;-4;59
NGC1622;0;4;36;-3;11
NGC1623;0;4;35;-13;33
NGC1624;0;4;40;50;27
NGC1625;0;4;37;-3;18
NGC1626;0;4;36;-4;59
NGC1627;0;4;37;-4;53
NGC1628;0;4;37;-4;42
NGC1629;0;4;29;-71;50
NGC1630;0;4;37;-18;54
NGC1630;0;4;37;-18;54
NGC1631;0;4;38;-20;39
NGC1632;0;4;39;-9;27
NGC1633;0;4;40;7;20
NGC1634;0;4;40;7;20
NGC1635;0;4;40;0;32
NGC1636;0;4;40;-8;36
NGC1637;0;4;41;-2;51
NGC1638;0;4;41;-1;48
NGC1639;0;4;40;-16;59
NGC1640;0;4;42;-20;26
NGC1641;0;4;35;-65;46
NGC1642;0;4;44;-8;32
NGC1642;0;4;42;0;37
NGC1643;0;4;43;-5;19
NGC1644;0;4;37;-66;11
NGC1645;0;4;44;-5;27
NGC1646;0;4;44;-8;32
NGC1646;0;4;44;-8;31
NGC1647;0;4;45;19;5
